customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
QK88438,Arizona,5323.267311,No,Basic,College,2011-02-19,Employed,F,55289.0,Rural,Single,67,15,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,Medium,A,Feb
BK43823,Oregon,12052.98409,No,Premium,High School or Below,2011-01-03,Employed,F,25419.0,Suburban,Married,101,13,18,0,2,Personal Auto,Personal L2,Offer2,Call Center,584.567645,Four-Door Car,Medium,A,Jan
WS82822,Oregon,5391.970996,No,Basic,College,2011-02-21,Employed,F,41662.0,Urban,Divorced,69,27,73,0,6,Corporate Auto,Corporate L3,Offer1,Agent,217.973168,Four-Door Car,Medium,A,Feb
DN66715,California,5181.620895,Yes,Basic,Master,2011-02-03,Employed,F,97131.0,Suburban,Married,64,5,80,0,6,Personal Auto,Personal L3,Offer2,Agent,307.2,Four-Door Car,Small,A,Feb
LK60013,Oregon,5969.55297,No,Basic,Bachelor,2011-01-26,Employed,F,97431.0,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medium,A,Jan
NR32615,California,5498.940679,Yes,Basic,College,2011-02-05,Medical Leave,M,22520.0,Suburban,Married,73,17,64,0,3,Corporate Auto,Corporate L2,Offer1,Branch,350.4,Four-Door Car,Medium,A,Feb
CY50337,California,10928.40709,No,Extended,College,2011-01-11,Employed,F,74965.0,Rural,Married,90,20,93,0,2,Personal Auto,Personal L3,Offer1,Agent,58.557552,Four-Door Car,Medium,A,Jan
FC48492,California,2876.775085,No,Extended,Bachelor,2011-02-19,Unemployed,M,0.0,Suburban,Single,84,4,29,0,1,Personal Auto,Personal L1,Offer3,Branch,849.011958,Four-Door Car,Medium,A,Feb
EO77382,Arizona,8873.525122,No,Premium,Bachelor,2011-02-14,Employed,F,53503.0,Suburban,Single,114,3,43,0,7,Personal Auto,Personal L1,Offer1,Agent,547.2,Four-Door Car,Medium,A,Feb
PL18921,Oregon,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514.0,Urban,Married,62,0,59,0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medium,A,Jan
XD32841,Oregon,13897.38856,No,Premium,Bachelor,2011-02-23,Medical Leave,M,24378.0,Suburban,Married,188,18,34,0,5,Corporate Auto,Corporate L3,Offer1,Agent,902.4,SUV,Medium,A,Feb
RE85409,California,5386.969384,No,Basic,High School or Below,2011-02-21,Employed,M,93893.0,Rural,Married,67,16,70,0,8,Personal Auto,Personal L2,Offer3,Agent,98.66095,Four-Door Car,Medium,A,Feb
VV81837,Oregon,4928.648668,No,Extended,High School or Below,2011-02-15,Employed,M,52507.0,Suburban,Married,123,23,55,0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medium,A,Feb
CF27806,California,5470.060561,Yes,Extended,Bachelor,2011-02-17,Employed,F,54507.0,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,702.990032,SUV,Medium,A,Feb
DJ11965,California,4904.894731,Yes,Extended,College,2011-02-14,Retired,F,12902.0,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Luxury,Medium,A,Feb
GA93544,Oregon,2897.494724,No,Extended,High School or Below,2011-02-27,Unemployed,F,0.0,Suburban,Single,77,19,17,0,1,Personal Auto,Personal L2,Offer1,Branch,554.4,Four-Door Car,Medium,A,Feb
FP66510,Washington,8186.095915,No,Basic,High School or Below,2011-01-28,Employed,F,43877.0,Urban,Married,102,26,77,0,4,Corporate Auto,Corporate L1,Offer1,Agent,414.713588,SUV,Medium,A,Jan
BQ60673,California,5205.024842,No,Basic,Bachelor,2011-01-14,Employed,M,32946.0,Suburban,Married,66,13,7,0,6,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Two-Door Car,Small,A,Jan
ZX35838,Oregon,9336.336922,No,Premium,Master,2011-01-25,Employed,F,70177.0,Rural,Married,115,12,34,0,8,Personal Auto,Personal L1,Offer1,Agent,225.517666,Four-Door Car,Medium,A,Jan
VP57424,Nevada,6997.008618,No,Extended,Bachelor,2011-01-08,Employed,F,55873.0,Urban,Married,88,30,19,0,6,Personal Auto,Personal L2,Offer2,Agent,299.356083,Four-Door Car,Small,A,Jan
XB71208,California,2735.469265,No,Basic,College,2011-02-14,Employed,F,96314.0,Urban,Single,69,2,76,0,1,Personal Auto,Personal L3,Offer2,Agent,296.995798,Four-Door Car,Medium,A,Feb
HJ64239,California,8262.629249,No,Basic,College,2011-01-01,Unemployed,F,0.0,Suburban,Single,113,25,55,0,3,Corporate Auto,Corporate L3,Offer1,Agent,813.6,SUV,Medium,A,Jan
EN65835,Arizona,58753.88046,No,Premium,Bachelor,2011-01-06,Employed,F,24964.0,Suburban,Married,185,0,84,0,2,Personal Auto,Personal L2,Offer2,Agent,888.0,SUV,Medium,A,Jan
BO46265,Oregon,6906.201903,No,Extended,College,2011-02-18,Medical Leave,M,13432.0,Suburban,Married,92,5,82,0,8,Personal Auto,Personal L3,Offer1,Branch,610.567945,Four-Door Car,Small,A,Feb
IO33050,Oregon,5119.414293,No,Basic,High School or Below,2011-01-10,Employed,F,40169.0,Urban,Divorced,65,1,47,1,3,Personal Auto,Personal L3,Offer1,Call Center,302.818833,Four-Door Car,Medium,A,Jan
YH24323,California,2511.697993,No,Basic,College,2011-02-03,Medical Leave,F,14906.0,Suburban,Married,66,31,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,421.632668,Four-Door Car,Small,A,Feb
RN87402,California,10369.3874,No,Basic,College,2011-02-08,Unemployed,F,0.0,Suburban,Married,69,35,50,0,2,Corporate Auto,Corporate L2,Offer1,Branch,454.3585,Four-Door Car,Small,A,Feb
SS90882,Oregon,7680.748159,No,Basic,College,2011-01-06,Employed,F,66795.0,Urban,Married,64,14,71,0,2,Personal Auto,Personal L3,Offer3,Web,238.032027,Four-Door Car,Medium,A,Jan
SV50502,Oregon,5595.835041,No,Basic,Master,2011-01-22,Employed,F,79189.0,Suburban,Married,69,6,97,0,4,Corporate Auto,Corporate L2,Offer4,Branch,331.2,Four-Door Car,Medium,A,Jan
ZN24083,Oregon,5532.462342,No,Basic,Doctor,2011-02-26,Employed,M,29084.0,Suburban,Divorced,71,14,59,1,3,Corporate Auto,Corporate L2,Offer1,Web,492.088331,Four-Door Car,Small,A,Feb
DA54619,Oregon,9035.671134,Yes,Premium,High School or Below,2011-01-21,Employed,F,34337.0,Suburban,Married,113,15,44,0,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large,A,Jan
DQ50258,California,4814.350556,No,Basic,College,2011-02-07,Unemployed,M,0.0,Suburban,Single,67,17,4,0,4,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medium,A,Feb
WN45973,Washington,12584.00638,No,Basic,Master,2011-02-16,Employed,M,83013.0,Rural,Married,103,2,75,0,2,Corporate Auto,Corporate L3,Offer1,Agent,155.125923,SUV,Medium,A,Feb
LR82110,Nevada,20101.65141,No,Basic,Doctor,2011-01-27,Medical Leave,F,23638.0,Suburban,Married,102,32,62,0,2,Personal Auto,Personal L2,Offer3,Web,489.6,SUV,Medium,A,Jan
TS50305,California,3979.388247,No,Basic,High School or Below,2011-02-27,Unemployed,F,0.0,Suburban,Single,112,11,3,0,1,Personal Auto,Personal L3,Offer1,Agent,806.4,SUV,Medium,A,Feb
CZ19025,Oregon,2489.16729,No,Basic,High School or Below,2011-01-26,Employed,F,47888.0,Suburban,Single,64,23,16,1,1,Personal Auto,Personal L1,Offer1,Web,545.083116,Four-Door Car,Small,A,Jan
SM52948,Nevada,8707.619537,No,Basic,Bachelor,2011-01-05,Employed,F,57107.0,Suburban,Married,110,27,84,3,7,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Small,A,Jan
UG49716,Washington,4196.689511,No,Basic,College,2011-01-03,Unemployed,F,0.0,Suburban,Single,114,19,77,0,1,Personal Auto,Personal L3,Offer1,Branch,1182.289213,Luxury,Large,A,Jan
MY60905,California,4784.416267,No,Basic,Bachelor,2011-01-03,Unemployed,F,0.0,Suburban,Single,68,16,81,0,6,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Medium,A,Jan
HY76810,Oregon,6282.317743,No,Premium,Bachelor,2011-01-30,Unemployed,F,0.0,Rural,Married,172,23,6,0,1,Corporate Auto,Corporate L3,Offer2,Branch,141.460349,SUV,Small,A,Jan
DY49235,Arizona,5205.751205,No,Basic,College,2011-01-10,Disabled,F,25237.0,Suburban,Divorced,69,23,52,0,9,Personal Auto,Personal L3,Offer2,Agent,378.345883,Four-Door Car,Medium,A,Jan
AW48347,Washington,13024.13012,Yes,Extended,Master,2011-01-31,Unemployed,M,0.0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L3,Offer1,Agent,900.0,SUV,Small,A,Jan
GQ11852,Oregon,13306.18451,No,Premium,College,2011-01-05,Employed,F,39017.0,Urban,Married,170,10,4,2,3,Personal Auto,Personal L3,Offer1,Call Center,592.85751,SUV,Medium,A,Jan
PM63319,Washington,4529.976333,No,Basic,College,2011-02-22,Unemployed,F,0.0,Suburban,Single,65,7,67,0,7,Personal Auto,Personal L1,Offer1,Agent,438.369382,Four-Door Car,Medium,A,Feb
VC54081,Oregon,9449.745947,No,Basic,College,2011-02-10,Unemployed,F,0.0,Rural,Married,63,11,20,0,2,Special Auto,Special L2,Offer1,Branch,117.744416,Four-Door Car,Medium,A,Feb
CD38665,California,14510.44376,No,Basic,High School or Below,2011-02-01,Employed,M,41433.0,Suburban,Married,183,24,40,0,9,Personal Auto,Personal L2,Offer2,Call Center,1317.6,Luxury,Medium,A,Feb
WG93963,California,8575.961719,No,Extended,College,2011-02-10,Employed,F,39946.0,Suburban,Divorced,218,23,99,0,1,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury,Small,A,Feb
MJ45965,Oregon,8059.893671,No,Basic,High School or Below,2011-02-18,Employed,M,72309.0,Urban,Single,68,3,51,0,2,Personal Auto,Personal L3,Offer4,Branch,244.727144,Four-Door Car,Medium,A,Feb
PT73521,California,2732.613084,No,Basic,College,2011-02-08,Employed,M,42968.0,Suburban,Married,69,15,85,0,1,Personal Auto,Personal L1,Offer3,Agent,331.2,Four-Door Car,Medium,A,Feb
TU68427,Arizona,2649.658715,No,Basic,High School or Below,2011-02-03,Unemployed,F,0.0,Suburban,Single,73,3,93,0,1,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Medium,A,Feb
DZ38951,Oregon,6438.995346,No,Extended,High School or Below,2011-02-17,Medical Leave,M,19831.0,Suburban,Married,83,8,88,0,7,Personal Auto,Personal L2,Offer1,Agent,398.4,Four-Door Car,Medium,A,Feb
VX79712,Washington,6775.924167,No,Extended,Doctor,2011-02-20,Employed,M,27354.0,Suburban,Married,86,2,13,1,7,Personal Auto,Personal L3,Offer4,Branch,412.8,Two-Door Car,Medium,A,Feb
HH99354,Oregon,7231.000788,No,Basic,Bachelor,2011-01-24,Employed,M,67276.0,Urban,Married,61,15,74,0,2,Personal Auto,Personal L2,Offer2,Call Center,181.804443,Two-Door Car,Medium,A,Jan
IS94199,California,4254.620669,Yes,Basic,High School or Below,2011-02-03,Disabled,F,11904.0,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L2,Offer1,Web,292.8,Two-Door Car,Small,A,Feb
CG60089,Washington,12898.59142,No,Premium,Bachelor,2011-02-04,Employed,M,37449.0,Rural,Married,111,18,69,1,2,Personal Auto,Personal L3,Offer3,Branch,170.559281,Four-Door Car,Medium,A,Feb
EU81458,Oregon,2743.553584,No,Basic,Doctor,2011-02-12,Employed,F,95782.0,Urban,Married,68,6,22,1,1,Personal Auto,Personal L3,Offer3,Call Center,247.847239,Four-Door Car,Medium,A,Feb
CB62406,Arizona,6803.596768,No,Premium,High School or Below,2011-02-04,Employed,M,43758.0,Suburban,Married,171,16,29,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,1129.929433,SUV,Medium,A,Feb
FE24232,Nevada,4729.970205,No,Extended,High School or Below,2011-01-17,Unemployed,F,0.0,Suburban,Married,124,13,31,0,1,Corporate Auto,Corporate L1,Offer2,Web,630.85509,Luxury,Medium,A,Jan
BR23201,California,2586.807171,No,Basic,Bachelor,2011-02-25,Unemployed,M,0.0,Urban,Married,71,23,84,0,1,Personal Auto,Personal L3,Offer2,Branch,191.640085,Four-Door Car,Medium,A,Feb
KL65897,California,6331.338496,No,Extended,Bachelor,2011-02-21,Unemployed,F,0.0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,Two-Door Car,Medium,A,Feb
JU72142,Oregon,14002.75508,No,Basic,Bachelor,2011-02-14,Employed,M,61225.0,Urban,Married,117,3,0,0,2,Personal Auto,Personal L3,Offer2,Call Center,442.374873,SUV,Small,A,Feb
MJ51323,Oregon,8427.172486,Yes,Extended,Bachelor,2011-02-10,Employed,F,46503.0,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury,Medium,A,Feb
XF92956,Oregon,2448.859093,No,Basic,High School or Below,2011-01-15,Unemployed,M,0.0,Suburban,Single,68,35,52,0,1,Personal Auto,Personal L2,Offer3,Branch,489.6,Four-Door Car,Medium,A,Jan
ZP91150,Oregon,7944.973807,No,Premium,College,2011-02-13,Unemployed,M,0.0,Suburban,Single,113,10,97,0,9,Corporate Auto,Corporate L3,Offer1,Web,542.4,Four-Door Car,Medium,A,Feb
UN51653,California,9402.729769,No,Extended,High School or Below,2011-02-09,Unemployed,F,0.0,Suburban,Single,130,28,88,0,4,Personal Auto,Personal L3,Offer1,Web,936.0,SUV,Medium,A,Feb
QA93530,Nevada,5757.489397,No,Basic,College,2011-02-10,Employed,F,81491.0,Rural,Divorced,72,21,24,0,3,Personal Auto,Personal L1,Offer3,Agent,61.715527,Four-Door Car,Medium,A,Feb
ZH93283,Arizona,6005.847375,Yes,Extended,College,2011-02-23,Retired,M,13528.0,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L1,Offer1,Agent,412.8,Four-Door Car,Medium,A,Feb
PZ10136,Oregon,2465.616631,No,Basic,Master,2011-01-17,Employed,M,51641.0,Rural,Single,63,8,80,1,1,Personal Auto,Personal L3,Offer1,Agent,137.091494,Four-Door Car,Medium,A,Jan
LY17996,California,6190.316839,No,Extended,High School or Below,2011-01-26,Medical Leave,M,25743.0,Suburban,Married,79,13,63,0,8,Personal Auto,Personal L3,Offer4,Branch,596.2476,Two-Door Car,Large,A,Jan
PA84292,Oregon,2452.360892,No,Basic,Bachelor,2011-01-24,Unemployed,F,0.0,Suburban,Single,69,13,75,0,1,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Medium,A,Jan
IJ21010,Arizona,5015.009472,Yes,Extended,Bachelor,2011-02-03,Employed,F,48567.0,Suburban,Single,130,12,15,0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,SUV,Medium,A,Feb
SG53084,California,4766.645359,No,Basic,Bachelor,2011-02-28,Employed,F,70432.0,Rural,Married,61,16,49,3,4,Personal Auto,Personal L2,Offer4,Web,6.422285,Four-Door Car,Medium,A,Feb
PC83755,Oregon,2471.528431,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697.0,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medium,A,Jan
AH41065,Washington,18943.26899,No,Extended,High School or Below,2011-01-27,Employed,M,58851.0,Suburban,Married,79,11,33,1,2,Personal Auto,Personal L1,Offer2,Web,494.187643,Four-Door Car,Medium,A,Jan
XJ34057,California,10339.59799,No,Extended,Bachelor,2011-02-25,Employed,M,67134.0,Rural,Married,131,15,63,0,6,Personal Auto,Personal L2,Offer1,Call Center,277.448968,Luxury,Medium,A,Feb
MK70700,California,5553.295758,No,Basic,Master,2011-01-07,Employed,M,68197.0,Urban,Married,69,1,81,0,3,Personal Auto,Personal L1,Offer2,Branch,176.819414,Four-Door Car,Medium,A,Jan
YP72749,California,2449.789611,No,Basic,Bachelor,2011-02-16,Employed,F,44662.0,Urban,Single,63,3,51,1,1,Corporate Auto,Corporate L1,Offer1,Agent,165.098152,Four-Door Car,Medium,A,Feb
QD38160,Oregon,4471.778239,No,Extended,College,2011-01-24,Unemployed,M,0.0,Suburban,Single,135,8,14,0,1,Personal Auto,Personal L3,Offer1,Agent,972.0,SUV,Medium,A,Jan
MB91424,California,7425.269244,No,Basic,College,2011-02-10,Employed,M,36259.0,Suburban,Married,63,14,60,0,2,Corporate Auto,Corporate L3,Offer4,Branch,302.4,Four-Door Car,Medium,A,Feb
NR49426,Nevada,5195.824739,No,Basic,College,2011-01-29,Employed,M,69488.0,Suburban,Divorced,68,13,25,3,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medium,A,Jan
JS55721,California,2413.93064,No,Basic,College,2011-01-20,Disabled,M,12495.0,Suburban,Divorced,65,32,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,312.0,Four-Door Car,Medium,A,Jan
UF56271,Washington,2814.438036,No,Basic,High School or Below,2011-01-20,Employed,F,30703.0,Suburban,Married,70,15,58,0,1,Personal Auto,Personal L1,Offer1,Agent,336.0,Four-Door Car,Medium,A,Jan
AP52565,Arizona,6746.434272,No,Extended,High School or Below,2011-02-26,Employed,F,70328.0,Urban,Married,84,11,32,0,6,Corporate Auto,Corporate L1,Offer4,Branch,293.227028,Four-Door Car,Medium,A,Feb
QK88438,Arizona,5323.267311,No,Basic,College,2011-02-19,Employed,F,55289.0,Rural,Single,67,10,71,0,3,Personal Auto,Personal L3,Offer2,Agent,134.124254,Four-Door Car,Medium,A,Feb
GW89349,Nevada,7662.429999,No,Basic,High School or Below,2011-02-24,Unemployed,M,0.0,Suburban,Single,73,28,19,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,525.6,Four-Door Car,Medium,A,Feb
OQ99704,Washington,3981.775889,No,Basic,Bachelor,2011-02-11,Employed,F,52801.0,Urban,Married,100,21,78,0,1,Personal Auto,Personal L3,Offer2,Branch,475.20088,SUV,Small,A,Feb
OQ27893,California,2903.242245,No,Basic,High School or Below,2011-01-10,Employed,M,20510.0,Suburban,Married,74,32,63,0,1,Personal Auto,Personal L3,Offer2,Agent,355.2,Two-Door Car,Medium,A,Jan
EP80820,California,5928.748528,No,Basic,Bachelor,2011-01-27,Employed,F,40531.0,Rural,Married,74,17,32,0,9,Personal Auto,Personal L3,Offer1,Agent,30.567357,Four-Door Car,Medium,A,Jan
AJ89108,California,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643.0,Suburban,Single,283,16,43,0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury,Medium,A,Jan
BR50492,Arizona,49423.79557,No,Extended,Bachelor,2011-01-04,Employed,M,85058.0,Urban,Married,137,34,82,0,2,Personal Auto,Personal L1,Offer1,Call Center,595.369784,SUV,Medium,A,Jan
DU50092,Oregon,56675.93768,No,Premium,College,2011-01-24,Employed,F,77237.0,Suburban,Married,283,33,93,0,2,Personal Auto,Personal L1,Offer4,Web,1358.4,Four-Door Car,Medium,A,Jan
MK56815,California,9591.232645,No,Premium,College,2011-02-25,Employed,M,54538.0,Urban,Married,119,32,63,0,6,Personal Auto,Personal L3,Offer1,Call Center,507.799325,Four-Door Car,Medium,A,Feb
YX90754,Nevada,8539.826923,No,Basic,High School or Below,2011-02-20,Employed,F,55478.0,Urban,Married,71,7,1,0,2,Personal Auto,Personal L2,Offer2,Branch,339.399593,Two-Door Car,Medium,A,Feb
NQ32487,California,3600.934326,Yes,Basic,High School or Below,2011-02-25,Retired,F,25147.0,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medium,A,Feb
UV48386,California,2698.048753,No,Basic,Master,2011-01-25,Employed,M,40154.0,Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,Medium,A,Jan
RE81445,Oregon,5734.598243,No,Basic,College,2011-01-05,Employed,F,98132.0,Rural,Married,71,10,61,0,3,Personal Auto,Personal L2,Offer3,Branch,50.587035,Two-Door Car,Medium,A,Jan
OU62959,California,15531.78589,No,Basic,Bachelor,2011-02-09,Employed,M,95340.0,Urban,Married,198,5,84,2,3,Personal Auto,Personal L2,Offer3,Web,808.844338,Luxury,Medium,A,Feb
UH86550,Oregon,4177.288153,No,Premium,College,2011-01-17,Employed,F,44222.0,Urban,Married,104,19,3,0,1,Personal Auto,Personal L2,Offer3,Branch,413.196371,Four-Door Car,Medium,A,Jan
NT76210,Nevada,3123.080994,Yes,Basic,Bachelor,2011-02-19,Unemployed,M,0.0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L3,Offer1,Agent,960.115399,SUV,Large,A,Feb
YO81740,Oregon,23895.6779,No,Extended,Bachelor,2011-02-16,Unemployed,F,0.0,Suburban,Single,98,0,57,0,2,Personal Auto,Personal L3,Offer1,Call Center,705.6,Four-Door Car,Medium,A,Feb
GF35623,California,5886.615741,No,Extended,High School or Below,2011-01-23,Unemployed,F,0.0,Suburban,Single,81,15,37,0,4,Personal Auto,Personal L2,Offer1,Branch,583.2,Four-Door Car,Medium,A,Jan
KC50464,Arizona,2574.020376,Yes,Basic,Master,2011-01-14,Employed,F,34990.0,Rural,Single,65,23,73,0,1,Corporate Auto,Corporate L2,Offer2,Web,42.689135,Four-Door Car,Medium,A,Jan
FL69363,Oregon,9075.768214,Yes,Basic,Master,2011-01-26,Employed,M,37722.0,Rural,Single,116,8,23,0,8,Personal Auto,Personal L1,Offer1,Agent,158.077504,Luxury,Medium,A,Jan
SI58884,California,3985.319833,No,Basic,College,2011-01-22,Retired,M,17220.0,Suburban,Married,105,10,24,0,1,Personal Auto,Personal L3,Offer2,Web,504.0,SUV,Large,A,Jan
ED13353,Oregon,5274.20076,No,Basic,High School or Below,2011-02-18,Medical Leave,M,10629.0,Suburban,Single,74,17,15,0,8,Personal Auto,Personal L3,Offer4,Web,532.8,Four-Door Car,Small,A,Feb
BY59578,California,3497.483075,No,Extended,College,2011-01-23,Employed,M,63189.0,Suburban,Married,88,16,95,0,1,Personal Auto,Personal L3,Offer1,Agent,569.124597,Four-Door Car,Medium,A,Jan
MD15300,California,10110.76997,No,Extended,College,2011-02-05,Employed,M,76276.0,Rural,Single,86,24,19,0,2,Corporate Auto,Corporate L3,Offer4,Web,93.309811,Two-Door Car,Large,A,Feb
UR71715,California,2983.110414,No,Extended,College,2011-01-16,Unemployed,M,0.0,Suburban,Single,91,3,57,0,1,Personal Auto,Personal L3,Offer4,Call Center,436.8,Four-Door Car,Small,A,Jan
DA99797,Oregon,15978.91049,No,Extended,Bachelor,2011-01-15,Employed,F,33871.0,Suburban,Single,136,2,23,0,2,Personal Auto,Personal L3,Offer1,Call Center,933.624655,SUV,Medium,A,Jan
QM46642,California,2619.172388,No,Basic,Bachelor,2011-01-16,Disabled,M,15587.0,Rural,Married,71,15,48,0,1,Special Auto,Special L1,Offer2,Agent,136.033828,Two-Door Car,Medium,A,Jan
LN49978,Oregon,4956.620638,No,Basic,Bachelor,2011-02-09,Employed,F,31562.0,Suburban,Married,66,9,5,4,7,Personal Auto,Personal L2,Offer4,Branch,316.8,Four-Door Car,Medium,A,Feb
NB39218,California,12315.09489,No,Premium,High School or Below,2011-01-27,Employed,M,68420.0,Suburban,Married,104,15,27,0,2,Personal Auto,Personal L2,Offer2,Branch,499.2,Four-Door Car,Medium,A,Jan
YA87855,Arizona,7179.22522,No,Extended,Master,2011-02-20,Employed,M,23179.0,Suburban,Divorced,91,11,79,0,9,Corporate Auto,Corporate L3,Offer2,Agent,436.8,Two-Door Car,Medium,A,Feb
IV97881,Nevada,4872.577302,No,Extended,High School or Below,2011-01-24,Unemployed,M,0.0,Suburban,Single,135,32,33,0,1,Personal Auto,Personal L3,Offer4,Call Center,648.0,Luxury,Medium,A,Jan
TO55363,Oregon,13367.86562,No,Basic,High School or Below,2011-01-28,Employed,F,57335.0,Suburban,Married,67,22,18,0,2,Personal Auto,Personal L1,Offer4,Agent,407.887715,Two-Door Car,Medium,A,Jan
DU39756,Nevada,4170.687348,Yes,Basic,Master,2011-01-17,Employed,F,29462.0,Suburban,Single,107,28,23,1,1,Corporate Auto,Corporate L2,Offer2,Branch,513.6,Four-Door Car,Medium,A,Jan
